id,section,category,topicEn,topicEs,difficulty,source,questionEn,questionEs,optionAEn,optionAEs,optionBEn,optionBEs,optionCEn,optionCEs,optionDEn,optionDEs,correctKey,explanationEn,explanationEs
Q1-0161,1,Virginia Erosion and Sediment Control Regulations,Construction entrances,los accesos de construcción,medium,Virginia DEQ / VESM,Which statement is most accurate about construction entrances and track-out control?,¿Qué afirmación es más precisa sobre los accesos de construcción y el control de arrastre de sedimento?,The best way to control track-out is to wash sediment into the storm drain.,La mejor forma de controlar el arrastre es lavar el sedimento hacia el drenaje pluvial.,Road tracking is only an appearance issue and not part of erosion control.,El arrastre hacia la vía es solo un tema de apariencia y no parte del control de erosión.,Construction entrances matter only after paving is complete.,Los accesos de construcción importan solo después de terminar la pavimentación.,A stabilized construction entrance helps reduce tracking sediment and mud onto public roads.,Un acceso de construcción estabilizado ayuda a reducir el arrastre de sedimento y lodo hacia las vías públicas.,D,Track-out controls are standard erosion and sediment measures because sediment on public roads can be mobilized into storm systems.,Los controles de arrastre son medidas estándar de erosión y sedimentos porque el sedimento en las vías públicas puede movilizarse hacia los sistemas pluviales.
Q1-0162,1,Virginia Erosion and Sediment Control Regulations,Construction entrances,los accesos de construcción,medium,Virginia DEQ / VESM,A contractor is reviewing construction entrances and track-out control. Which answer is best?,Un contratista está revisando los accesos de construcción y el control de arrastre de sedimento. ¿Cuál respuesta es la mejor?,Road tracking is only an appearance issue and not part of erosion control.,El arrastre hacia la vía es solo un tema de apariencia y no parte del control de erosión.,The best way to control track-out is to wash sediment into the storm drain.,La mejor forma de controlar el arrastre es lavar el sedimento hacia el drenaje pluvial.,Construction entrances matter only after paving is complete.,Los accesos de construcción importan solo después de terminar la pavimentación.,A stabilized construction entrance helps reduce tracking sediment and mud onto public roads.,Un acceso de construcción estabilizado ayuda a reducir el arrastre de sedimento y lodo hacia las vías públicas.,D,Track-out controls are standard erosion and sediment measures because sediment on public roads can be mobilized into storm systems.,Los controles de arrastre son medidas estándar de erosión y sedimentos porque el sedimento en las vías públicas puede movilizarse hacia los sistemas pluviales.
Q1-0163,1,Virginia Erosion and Sediment Control Regulations,Construction entrances,los accesos de construcción,medium,Virginia DEQ / VESM,"For a realistic exam scenario on construction entrances and track-out control, which option is correct?","Para un escenario realista del examen sobre los accesos de construcción y el control de arrastre de sedimento, ¿qué opción es correcta?",Road tracking is only an appearance issue and not part of erosion control.,El arrastre hacia la vía es solo un tema de apariencia y no parte del control de erosión.,Construction entrances matter only after paving is complete.,Los accesos de construcción importan solo después de terminar la pavimentación.,A stabilized construction entrance helps reduce tracking sediment and mud onto public roads.,Un acceso de construcción estabilizado ayuda a reducir el arrastre de sedimento y lodo hacia las vías públicas.,The best way to control track-out is to wash sediment into the storm drain.,La mejor forma de controlar el arrastre es lavar el sedimento hacia el drenaje pluvial.,C,Track-out controls are standard erosion and sediment measures because sediment on public roads can be mobilized into storm systems.,Los controles de arrastre son medidas estándar de erosión y sedimentos porque el sedimento en las vías públicas puede movilizarse hacia los sistemas pluviales.
Q1-0164,1,Virginia Erosion and Sediment Control Regulations,Construction entrances,los accesos de construcción,medium,Virginia DEQ / VESM,Which choice best matches sound practice regarding construction entrances and track-out control?,¿Qué opción coincide mejor con una práctica correcta respecto de los accesos de construcción y el control de arrastre de sedimento?,Road tracking is only an appearance issue and not part of erosion control.,El arrastre hacia la vía es solo un tema de apariencia y no parte del control de erosión.,The best way to control track-out is to wash sediment into the storm drain.,La mejor forma de controlar el arrastre es lavar el sedimento hacia el drenaje pluvial.,A stabilized construction entrance helps reduce tracking sediment and mud onto public roads.,Un acceso de construcción estabilizado ayuda a reducir el arrastre de sedimento y lodo hacia las vías públicas.,Construction entrances matter only after paving is complete.,Los accesos de construcción importan solo después de terminar la pavimentación.,C,Track-out controls are standard erosion and sediment measures because sediment on public roads can be mobilized into storm systems.,Los controles de arrastre son medidas estándar de erosión y sedimentos porque el sedimento en las vías públicas puede movilizarse hacia los sistemas pluviales.
Q1-0165,1,Virginia Erosion and Sediment Control Regulations,Construction entrances,los accesos de construcción,medium,Virginia DEQ / VESM,Which answer would be the safest compliance choice regarding construction entrances and track-out control?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de los accesos de construcción y el control de arrastre de sedimento?,Road tracking is only an appearance issue and not part of erosion control.,El arrastre hacia la vía es solo un tema de apariencia y no parte del control de erosión.,The best way to control track-out is to wash sediment into the storm drain.,La mejor forma de controlar el arrastre es lavar el sedimento hacia el drenaje pluvial.,Construction entrances matter only after paving is complete.,Los accesos de construcción importan solo después de terminar la pavimentación.,A stabilized construction entrance helps reduce tracking sediment and mud onto public roads.,Un acceso de construcción estabilizado ayuda a reducir el arrastre de sedimento y lodo hacia las vías públicas.,D,Track-out controls are standard erosion and sediment measures because sediment on public roads can be mobilized into storm systems.,Los controles de arrastre son medidas estándar de erosión y sedimentos porque el sedimento en las vías públicas puede movilizarse hacia los sistemas pluviales.
Q1-0166,1,Virginia Erosion and Sediment Control Regulations,Inlet protection,la protección de entradas pluviales,medium,Virginia DEQ / VESM,Which statement is most accurate about storm drain inlet protection?,¿Qué afirmación es más precisa sobre la protección de entradas pluviales?,Inlet protection is required only inside completed buildings.,La protección de entradas se requiere solo dentro de edificios terminados.,Storm drains should stay fully open to receive loose sediment quickly.,Los drenajes pluviales deben permanecer totalmente abiertos para recibir rápidamente el sedimento suelto.,Inlet protection is intended to increase runoff velocity into the drain.,La protección de entradas está destinada a aumentar la velocidad del escurrimiento hacia el drenaje.,Inlet protection is used to reduce sediment from entering the storm drainage system during construction.,La protección de entradas se usa para reducir que el sedimento entre al sistema de drenaje pluvial durante la construcción.,D,Protecting inlets is a common construction BMP because inlets are direct pathways to the drainage network.,Proteger las entradas es una BMP común de construcción porque las entradas son vías directas hacia la red de drenaje.
Q1-0167,1,Virginia Erosion and Sediment Control Regulations,Inlet protection,la protección de entradas pluviales,medium,Virginia DEQ / VESM,A contractor is reviewing storm drain inlet protection. Which answer is best?,Un contratista está revisando la protección de entradas pluviales. ¿Cuál respuesta es la mejor?,Inlet protection is used to reduce sediment from entering the storm drainage system during construction.,La protección de entradas se usa para reducir que el sedimento entre al sistema de drenaje pluvial durante la construcción.,Inlet protection is intended to increase runoff velocity into the drain.,La protección de entradas está destinada a aumentar la velocidad del escurrimiento hacia el drenaje.,Storm drains should stay fully open to receive loose sediment quickly.,Los drenajes pluviales deben permanecer totalmente abiertos para recibir rápidamente el sedimento suelto.,Inlet protection is required only inside completed buildings.,La protección de entradas se requiere solo dentro de edificios terminados.,A,Protecting inlets is a common construction BMP because inlets are direct pathways to the drainage network.,Proteger las entradas es una BMP común de construcción porque las entradas son vías directas hacia la red de drenaje.
Q1-0168,1,Virginia Erosion and Sediment Control Regulations,Inlet protection,la protección de entradas pluviales,medium,Virginia DEQ / VESM,"For a realistic exam scenario on storm drain inlet protection, which option is correct?","Para un escenario realista del examen sobre la protección de entradas pluviales, ¿qué opción es correcta?",Inlet protection is used to reduce sediment from entering the storm drainage system during construction.,La protección de entradas se usa para reducir que el sedimento entre al sistema de drenaje pluvial durante la construcción.,Inlet protection is required only inside completed buildings.,La protección de entradas se requiere solo dentro de edificios terminados.,Storm drains should stay fully open to receive loose sediment quickly.,Los drenajes pluviales deben permanecer totalmente abiertos para recibir rápidamente el sedimento suelto.,Inlet protection is intended to increase runoff velocity into the drain.,La protección de entradas está destinada a aumentar la velocidad del escurrimiento hacia el drenaje.,A,Protecting inlets is a common construction BMP because inlets are direct pathways to the drainage network.,Proteger las entradas es una BMP común de construcción porque las entradas son vías directas hacia la red de drenaje.
Q1-0169,1,Virginia Erosion and Sediment Control Regulations,Inlet protection,la protección de entradas pluviales,medium,Virginia DEQ / VESM,Which choice best matches sound practice regarding storm drain inlet protection?,¿Qué opción coincide mejor con una práctica correcta respecto de la protección de entradas pluviales?,Inlet protection is intended to increase runoff velocity into the drain.,La protección de entradas está destinada a aumentar la velocidad del escurrimiento hacia el drenaje.,Inlet protection is required only inside completed buildings.,La protección de entradas se requiere solo dentro de edificios terminados.,Inlet protection is used to reduce sediment from entering the storm drainage system during construction.,La protección de entradas se usa para reducir que el sedimento entre al sistema de drenaje pluvial durante la construcción.,Storm drains should stay fully open to receive loose sediment quickly.,Los drenajes pluviales deben permanecer totalmente abiertos para recibir rápidamente el sedimento suelto.,C,Protecting inlets is a common construction BMP because inlets are direct pathways to the drainage network.,Proteger las entradas es una BMP común de construcción porque las entradas son vías directas hacia la red de drenaje.
Q1-0170,1,Virginia Erosion and Sediment Control Regulations,Inlet protection,la protección de entradas pluviales,medium,Virginia DEQ / VESM,Which answer would be the safest compliance choice regarding storm drain inlet protection?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de la protección de entradas pluviales?,Inlet protection is required only inside completed buildings.,La protección de entradas se requiere solo dentro de edificios terminados.,Inlet protection is intended to increase runoff velocity into the drain.,La protección de entradas está destinada a aumentar la velocidad del escurrimiento hacia el drenaje.,Inlet protection is used to reduce sediment from entering the storm drainage system during construction.,La protección de entradas se usa para reducir que el sedimento entre al sistema de drenaje pluvial durante la construcción.,Storm drains should stay fully open to receive loose sediment quickly.,Los drenajes pluviales deben permanecer totalmente abiertos para recibir rápidamente el sedimento suelto.,C,Protecting inlets is a common construction BMP because inlets are direct pathways to the drainage network.,Proteger las entradas es una BMP común de construcción porque las entradas son vías directas hacia la red de drenaje.
Q1-0171,1,Virginia Erosion and Sediment Control Regulations,Stockpile protection,la protección de acopios,medium,Virginia DEQ / VESM,Which statement is most accurate about soil stockpile protection?,¿Qué afirmación es más precisa sobre la protección de acopios de suelo?,Loose soil stockpiles should be placed directly next to storm drains for convenience.,Los acopios de suelo suelto deben colocarse directamente junto a los drenajes pluviales por comodidad.,Temporary soil stockpiles should be placed and protected so they do not become uncontrolled sources of sediment.,Los acopios temporales de suelo deben ubicarse y protegerse para que no se conviertan en fuentes incontroladas de sedimento.,The safest approach is to leave stockpiles exposed during every rain event.,El enfoque más seguro es dejar expuestos los acopios durante todos los eventos de lluvia.,Stockpiles never need protection because they are not part of final grading.,Los acopios nunca necesitan protección porque no forman parte del nivel final.,B,"Stockpiles are disturbed material. Without control measures, they can erode quickly and spread sediment off site.","Los acopios son material alterado. Sin medidas de control, pueden erosionarse rápidamente y dispersar sedimento fuera del sitio."
Q1-0172,1,Virginia Erosion and Sediment Control Regulations,Stockpile protection,la protección de acopios,medium,Virginia DEQ / VESM,A contractor is reviewing soil stockpile protection. Which answer is best?,Un contratista está revisando la protección de acopios de suelo. ¿Cuál respuesta es la mejor?,The safest approach is to leave stockpiles exposed during every rain event.,El enfoque más seguro es dejar expuestos los acopios durante todos los eventos de lluvia.,Loose soil stockpiles should be placed directly next to storm drains for convenience.,Los acopios de suelo suelto deben colocarse directamente junto a los drenajes pluviales por comodidad.,Stockpiles never need protection because they are not part of final grading.,Los acopios nunca necesitan protección porque no forman parte del nivel final.,Temporary soil stockpiles should be placed and protected so they do not become uncontrolled sources of sediment.,Los acopios temporales de suelo deben ubicarse y protegerse para que no se conviertan en fuentes incontroladas de sedimento.,D,"Stockpiles are disturbed material. Without control measures, they can erode quickly and spread sediment off site.","Los acopios son material alterado. Sin medidas de control, pueden erosionarse rápidamente y dispersar sedimento fuera del sitio."
Q1-0173,1,Virginia Erosion and Sediment Control Regulations,Stockpile protection,la protección de acopios,medium,Virginia DEQ / VESM,"For a realistic exam scenario on soil stockpile protection, which option is correct?","Para un escenario realista del examen sobre la protección de acopios de suelo, ¿qué opción es correcta?",Loose soil stockpiles should be placed directly next to storm drains for convenience.,Los acopios de suelo suelto deben colocarse directamente junto a los drenajes pluviales por comodidad.,Temporary soil stockpiles should be placed and protected so they do not become uncontrolled sources of sediment.,Los acopios temporales de suelo deben ubicarse y protegerse para que no se conviertan en fuentes incontroladas de sedimento.,The safest approach is to leave stockpiles exposed during every rain event.,El enfoque más seguro es dejar expuestos los acopios durante todos los eventos de lluvia.,Stockpiles never need protection because they are not part of final grading.,Los acopios nunca necesitan protección porque no forman parte del nivel final.,B,"Stockpiles are disturbed material. Without control measures, they can erode quickly and spread sediment off site.","Los acopios son material alterado. Sin medidas de control, pueden erosionarse rápidamente y dispersar sedimento fuera del sitio."
Q1-0174,1,Virginia Erosion and Sediment Control Regulations,Stockpile protection,la protección de acopios,medium,Virginia DEQ / VESM,Which choice best matches sound practice regarding soil stockpile protection?,¿Qué opción coincide mejor con una práctica correcta respecto de la protección de acopios de suelo?,Temporary soil stockpiles should be placed and protected so they do not become uncontrolled sources of sediment.,Los acopios temporales de suelo deben ubicarse y protegerse para que no se conviertan en fuentes incontroladas de sedimento.,The safest approach is to leave stockpiles exposed during every rain event.,El enfoque más seguro es dejar expuestos los acopios durante todos los eventos de lluvia.,Stockpiles never need protection because they are not part of final grading.,Los acopios nunca necesitan protección porque no forman parte del nivel final.,Loose soil stockpiles should be placed directly next to storm drains for convenience.,Los acopios de suelo suelto deben colocarse directamente junto a los drenajes pluviales por comodidad.,A,"Stockpiles are disturbed material. Without control measures, they can erode quickly and spread sediment off site.","Los acopios son material alterado. Sin medidas de control, pueden erosionarse rápidamente y dispersar sedimento fuera del sitio."
Q1-0175,1,Virginia Erosion and Sediment Control Regulations,Stockpile protection,la protección de acopios,medium,Virginia DEQ / VESM,Which answer would be the safest compliance choice regarding soil stockpile protection?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de la protección de acopios de suelo?,Temporary soil stockpiles should be placed and protected so they do not become uncontrolled sources of sediment.,Los acopios temporales de suelo deben ubicarse y protegerse para que no se conviertan en fuentes incontroladas de sedimento.,Loose soil stockpiles should be placed directly next to storm drains for convenience.,Los acopios de suelo suelto deben colocarse directamente junto a los drenajes pluviales por comodidad.,Stockpiles never need protection because they are not part of final grading.,Los acopios nunca necesitan protección porque no forman parte del nivel final.,The safest approach is to leave stockpiles exposed during every rain event.,El enfoque más seguro es dejar expuestos los acopios durante todos los eventos de lluvia.,A,"Stockpiles are disturbed material. Without control measures, they can erode quickly and spread sediment off site.","Los acopios son material alterado. Sin medidas de control, pueden erosionarse rápidamente y dispersar sedimento fuera del sitio."
Q1-0176,1,Virginia Erosion and Sediment Control Regulations,Maintenance after storms,el mantenimiento después de tormentas,medium,Virginia DEQ / VESM,Which statement is most accurate about maintenance of erosion controls after storms?,¿Qué afirmación es más precisa sobre el mantenimiento de los controles de erosión después de tormentas?,"Once installed, sediment controls never need maintenance.","Una vez instalados, los controles de sedimento nunca necesitan mantenimiento.",Storm damage can be ignored if the project is ahead of schedule.,El daño por tormenta puede ignorarse si el proyecto va adelantado.,BMPs should be left untouched after storms so inspectors can see the damage.,Las BMP deben dejarse intactas después de tormentas para que los inspectores vean el daño.,Erosion and sediment controls must be inspected and maintained so they continue working after rain events and site changes.,Los controles de erosión y sedimentos deben inspeccionarse y mantenerse para que sigan funcionando después de eventos de lluvia y cambios del sitio.,D,"BMPs are only effective if they are maintained. Storm events can undermine or clog them, so upkeep is essential.","Las BMP solo son efectivas si se mantienen. Los eventos de tormenta pueden debilitarlas u obstruirlas, por lo que el mantenimiento es esencial."
Q1-0177,1,Virginia Erosion and Sediment Control Regulations,Maintenance after storms,el mantenimiento después de tormentas,medium,Virginia DEQ / VESM,A contractor is reviewing maintenance of erosion controls after storms. Which answer is best?,Un contratista está revisando el mantenimiento de los controles de erosión después de tormentas. ¿Cuál respuesta es la mejor?,"Once installed, sediment controls never need maintenance.","Una vez instalados, los controles de sedimento nunca necesitan mantenimiento.",Storm damage can be ignored if the project is ahead of schedule.,El daño por tormenta puede ignorarse si el proyecto va adelantado.,Erosion and sediment controls must be inspected and maintained so they continue working after rain events and site changes.,Los controles de erosión y sedimentos deben inspeccionarse y mantenerse para que sigan funcionando después de eventos de lluvia y cambios del sitio.,BMPs should be left untouched after storms so inspectors can see the damage.,Las BMP deben dejarse intactas después de tormentas para que los inspectores vean el daño.,C,"BMPs are only effective if they are maintained. Storm events can undermine or clog them, so upkeep is essential.","Las BMP solo son efectivas si se mantienen. Los eventos de tormenta pueden debilitarlas u obstruirlas, por lo que el mantenimiento es esencial."
Q1-0178,1,Virginia Erosion and Sediment Control Regulations,Maintenance after storms,el mantenimiento después de tormentas,medium,Virginia DEQ / VESM,"For a realistic exam scenario on maintenance of erosion controls after storms, which option is correct?","Para un escenario realista del examen sobre el mantenimiento de los controles de erosión después de tormentas, ¿qué opción es correcta?",BMPs should be left untouched after storms so inspectors can see the damage.,Las BMP deben dejarse intactas después de tormentas para que los inspectores vean el daño.,Storm damage can be ignored if the project is ahead of schedule.,El daño por tormenta puede ignorarse si el proyecto va adelantado.,Erosion and sediment controls must be inspected and maintained so they continue working after rain events and site changes.,Los controles de erosión y sedimentos deben inspeccionarse y mantenerse para que sigan funcionando después de eventos de lluvia y cambios del sitio.,"Once installed, sediment controls never need maintenance.","Una vez instalados, los controles de sedimento nunca necesitan mantenimiento.",C,"BMPs are only effective if they are maintained. Storm events can undermine or clog them, so upkeep is essential.","Las BMP solo son efectivas si se mantienen. Los eventos de tormenta pueden debilitarlas u obstruirlas, por lo que el mantenimiento es esencial."
Q1-0179,1,Virginia Erosion and Sediment Control Regulations,Maintenance after storms,el mantenimiento después de tormentas,medium,Virginia DEQ / VESM,Which choice best matches sound practice regarding maintenance of erosion controls after storms?,¿Qué opción coincide mejor con una práctica correcta respecto de el mantenimiento de los controles de erosión después de tormentas?,Storm damage can be ignored if the project is ahead of schedule.,El daño por tormenta puede ignorarse si el proyecto va adelantado.,Erosion and sediment controls must be inspected and maintained so they continue working after rain events and site changes.,Los controles de erosión y sedimentos deben inspeccionarse y mantenerse para que sigan funcionando después de eventos de lluvia y cambios del sitio.,BMPs should be left untouched after storms so inspectors can see the damage.,Las BMP deben dejarse intactas después de tormentas para que los inspectores vean el daño.,"Once installed, sediment controls never need maintenance.","Una vez instalados, los controles de sedimento nunca necesitan mantenimiento.",B,"BMPs are only effective if they are maintained. Storm events can undermine or clog them, so upkeep is essential.","Las BMP solo son efectivas si se mantienen. Los eventos de tormenta pueden debilitarlas u obstruirlas, por lo que el mantenimiento es esencial."
Q1-0180,1,Virginia Erosion and Sediment Control Regulations,Maintenance after storms,el mantenimiento después de tormentas,medium,Virginia DEQ / VESM,Which answer would be the safest compliance choice regarding maintenance of erosion controls after storms?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de el mantenimiento de los controles de erosión después de tormentas?,Erosion and sediment controls must be inspected and maintained so they continue working after rain events and site changes.,Los controles de erosión y sedimentos deben inspeccionarse y mantenerse para que sigan funcionando después de eventos de lluvia y cambios del sitio.,"Once installed, sediment controls never need maintenance.","Una vez instalados, los controles de sedimento nunca necesitan mantenimiento.",BMPs should be left untouched after storms so inspectors can see the damage.,Las BMP deben dejarse intactas después de tormentas para que los inspectores vean el daño.,Storm damage can be ignored if the project is ahead of schedule.,El daño por tormenta puede ignorarse si el proyecto va adelantado.,A,"BMPs are only effective if they are maintained. Storm events can undermine or clog them, so upkeep is essential.","Las BMP solo son efectivas si se mantienen. Los eventos de tormenta pueden debilitarlas u obstruirlas, por lo que el mantenimiento es esencial."
Q2-0181,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,Which statement is most accurate about business organization?,¿Qué afirmación es más precisa sobre la organización empresarial?,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,B,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0182,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,A contractor is reviewing business organization. Which answer is best?,Un contratista está revisando la organización empresarial. ¿Cuál respuesta es la mejor?,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,A,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0183,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,"For a realistic exam scenario on business organization, which option is correct?","Para un escenario realista del examen sobre la organización empresarial, ¿qué opción es correcta?",A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,C,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0184,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,Which choice best matches sound practice regarding business organization?,¿Qué opción coincide mejor con una práctica correcta respecto de la organización empresarial?,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,B,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0185,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,Which answer would be the safest compliance choice regarding business organization?,¿Qué respuesta sería la opción de cumplimiento más segura respecto de la organización empresarial?,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,A,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0186,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,"On a practice test covering business organization, which option should you choose?","En una prueba práctica sobre la organización empresarial, ¿qué opción deberías elegir?",A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,D,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0187,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,Which statement would most likely be considered correct under standard principles of business organization?,¿Qué afirmación probablemente se consideraría correcta bajo principios estándar de la organización empresarial?,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,B,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0188,2,Business Organization,Business organization,la organización empresarial,easy,NASCLA / DPOR,A firm wants to avoid mistakes related to business organization. Which statement is best?,Una empresa quiere evitar errores relacionados con la organización empresarial. ¿Qué afirmación es mejor?,Entity choice matters only for vehicle registration and not for liability or management.,La elección de entidad importa solo para el registro vehicular y no para la responsabilidad o la gestión.,A written operating structure is unnecessary for any growing construction business.,Una estructura operativa escrita es innecesaria para cualquier negocio de construcción en crecimiento.,Using a separate legal entity and separate business finances helps separate company obligations from personal finances.,Usar una entidad legal separada y finanzas comerciales separadas ayuda a separar las obligaciones de la empresa de las finanzas personales.,Mixing all company and personal money in one account improves legal separation.,Mezclar todo el dinero de la empresa y el personal en una sola cuenta mejora la separación legal.,C,Entity structure and clean separation of finances are foundational business controls.,La estructura de la entidad y la separación clara de las finanzas son controles empresariales fundamentales.
Q2-0189,2,Business Organization,Authority to bind the company,la autoridad para obligar a la empresa,medium,NASCLA,Which statement is most accurate about authority to bind the company?,¿Qué afirmación es más precisa sobre la autoridad para obligar a la empresa?,"The company should know who has authority to sign contracts, approve changes, and commit company funds.","La empresa debe saber quién tiene autoridad para firmar contratos, aprobar cambios y comprometer fondos de la empresa.",Authority controls are unnecessary if the owner is usually nearby.,Los controles de autoridad son innecesarios si el dueño suele estar cerca.,The cheapest subcontractor should decide who can sign company agreements.,El subcontratista más barato debe decidir quién puede firmar acuerdos de la empresa.,Any worker on site should be free to bind the company to extra work.,Cualquier trabajador en la obra debe ser libre de obligar a la empresa a trabajo extra.,A,Authority controls reduce unauthorized commitments and prevent disputes over who approved what.,Los controles de autoridad reducen compromisos no autorizados y evitan disputas sobre quién aprobó qué.
Q2-0190,2,Business Organization,Authority to bind the company,la autoridad para obligar a la empresa,medium,NASCLA,A contractor is reviewing authority to bind the company. Which answer is best?,Un contratista está revisando la autoridad para obligar a la empresa. ¿Cuál respuesta es la mejor?,"The company should know who has authority to sign contracts, approve changes, and commit company funds.","La empresa debe saber quién tiene autoridad para firmar contratos, aprobar cambios y comprometer fondos de la empresa.",Any worker on site should be free to bind the company to extra work.,Cualquier trabajador en la obra debe ser libre de obligar a la empresa a trabajo extra.,Authority controls are unnecessary if the owner is usually nearby.,Los controles de autoridad son innecesarios si el dueño suele estar cerca.,The cheapest subcontractor should decide who can sign company agreements.,El subcontratista más barato debe decidir quién puede firmar acuerdos de la empresa.,A,Authority controls reduce unauthorized commitments and prevent disputes over who approved what.,Los controles de autoridad reducen compromisos no autorizados y evitan disputas sobre quién aprobó qué.
